country,club,player,playerShort,birthday,height,weight,position,games,victories,ties,defeats,goals,yellowCards,yellowReds,redCards,pos_cat
France,OGC Nice,Kévin Gomis,kevin-gomis,20.01.1989,186,85,Center Back,88,33,16,39,2,20,0,1,Defender
Germany,Borussia Dortmund,Kevin Großkreutz,kevin-grosskreutz,19.07.1988,186,72,Left Winger,315,177,66,72,54,33,0,1,Forward
France,AS Saint-Étienne,Kévin Mayi,kevin-mayi,14.01.1993,182,76,missing,36,15,10,11,5,2,0,0,Missing
England,Everton FC,Kevin Mirallas,kevin-mirallas,05.10.1987,182,75,Right Winger,335,154,89,92,79,36,0,2,Forward
France,FC Lorient,Kévin Monnet-Paquet,kevin-monnet-paquet,19.08.1988,182,71,Right Winger,246,85,75,86,32,6,0,0,Forward
England,West Ham United,Kevin Nolan,kevin-nolan,24.06.1982,182,88,missing,516,203,139,174,109,111,3,4,Missing
France,Girondins Bordeaux,Kevin Olimpa,kevin-olimpa,10.03.1988,186,81,missing,37,14,10,13,0,1,0,0,Missing
France,Olympique Marseille,Kevin Osei,kevin-osei,26.03.1991,173,71,missing,1,0,0,1,0,0,0,0,Missing
Germany,VfL Wolfsburg,Kevin Pannewitz,kevin-pannewitz,16.10.1991,185,90,Defensive Midfielder,132,67,23,42,13,30,1,1,Midfielder
France,Toulouse FC,Kévin Rodrigues,kevin-rodrigues,05.03.1994,169,NA,Attacking Midfielder,7,3,2,2,0,0,0,0,Midfielder
Germany,VfB Stuttgart,Kevin Stöger,kevin-stoeger,27.08.1993,175,70,Attacking Midfielder,110,44,35,31,12,19,1,0,Midfielder
France,Stade Rennes,Kévin Théophile-Catherine,kevin-theophile-catherine,28.10.1989,180,77,Right Fullback,134,52,34,48,3,14,0,0,Defender
Germany,Eintracht Frankfurt,Kevin Trapp,kevin-trapp,08.07.1990,189,83,Goalkeeper,174,76,40,58,0,5,0,2,Defender
Germany,FC Augsburg,Kevin Vogt,kevin-vogt,23.09.1991,194,80,Defensive Midfielder,156,67,39,50,7,24,1,2,Midfielder
Germany,1899 Hoffenheim,Kevin Volland,kevin-volland,30.07.1992,179,74,Left Winger,180,73,40,67,58,25,0,1,Forward
Spain,RCD Mallorca,Kevin,kevin_2,08.09.1989,176,75,Left Fullback,61,20,17,24,2,14,1,0,Defender
France,Stade Reims,Khalid Sekkat,khalid-sekkat,12.05.1984,NA,NA,missing,21,10,6,5,0,4,0,0,Missing
England,Arsenal FC,Kieran Gibbs,kieran-gibbs,26.09.1989,178,64,Left Fullback,168,98,35,35,5,14,0,1,Defender
England,Fulham FC,Kieran Richardson,kieran-richardson,21.10.1984,175,69,Left Midfielder,299,121,64,114,37,63,1,0,Midfielder
England,Queens Park Rangers,Kieron Dyer,kieron-dyer,29.12.1978,171,65,Attacking Midfielder,332,141,75,116,38,7,0,2,Midfielder
Spain,Espanyol Barcelona,Kiko Casilla,kiko-casilla,02.10.1986,191,84,Goalkeeper,153,50,42,61,0,14,0,3,Defender
France,FC Sochaux,King Osanga,king-osanga,06.10.1990,168,68,missing,17,7,1,9,1,3,0,0,Missing
Germany,SV Sandhausen,Kingsley Onuegbu,kingsley-onuegbu,05.03.1986,191,94,Center Forward,178,69,42,67,56,5,0,0,Forward
Germany,FC Schalke 04,Klaas-Jan Huntelaar,klaas-jan-huntelaar,12.08.1983,186,78,Center Forward,449,249,86,114,277,43,2,2,Forward
Germany,FC Augsburg,Knowledge Musona,knowledge-musona,21.06.1990,174,68,Center Forward,40,8,10,22,5,4,0,0,Forward
Germany,1899 Hoffenheim,Koen Casteels,koen-casteels,25.06.1992,196,83,Goalkeeper,78,27,20,31,0,3,0,1,Defender
Spain,Atlético Madrid,Koke,koke_2,08.01.1992,178,74,Defensive Midfielder,192,120,34,38,15,28,0,0,Midfielder
Germany,Bayer Leverkusen,Kolja Pusch,kolja-pusch,12.02.1993,181,76,Center Midfielder,98,55,15,28,22,17,1,0,Midfielder
England,Manchester City,Kolo Touré,kolo-toure,19.03.1981,183,76,Center Back,518,295,129,94,20,44,2,1,Defender
Germany,Hannover 96,Konstantin Rausch,konstantin-rausch,15.03.1990,182,78,Left Midfielder,225,91,52,82,14,21,0,0,Midfielder
Germany,Borussia Dortmund,Koray Günter,koray-guenter,16.08.1994,184,79,Center Back,87,40,18,29,5,7,1,1,Defender
England,Norwich City,Korey Smith,korey-smith,31.01.1991,183,78,missing,159,68,36,55,6,9,0,0,Missing
France,Stade Reims,Kossi Agassa,kossi-agassa,02.07.1978,190,83,missing,202,65,65,72,0,15,0,1,Missing
England,Manchester City,Kun Agüero,kun-agueero,02.06.1988,172,74,Center Forward,462,246,99,117,225,56,1,3,Forward
France,AS Saint-Étienne,Kurt Zouma,kurt-zouma,27.10.1994,190,85,Center Back,81,40,18,23,6,6,0,1,Defender
England,Tottenham Hotspur,Kyle Naughton,kyle-naughton,11.11.1988,180,73,Right Fullback,217,97,52,68,8,27,0,0,Defender
England,Tottenham Hotspur,Kyle Walker,kyle-walker,28.05.1990,178,73,Right Fullback,226,113,59,54,5,32,0,0,Defender
Germany,FC Schalke 04,Kyriakos Papadopoulos,kyriakos-papadopoulos,23.02.1992,183,85,Center Back,140,75,24,41,13,34,2,1,Defender
Spain,Rayo Vallecano,Labaka,labaka,10.08.1980,185,78,Center Back,175,68,38,69,10,26,1,2,Defender
Spain,Getafe CF,Lafita,lafita,07.08.1984,188,75,Right Midfielder,264,83,69,112,34,42,0,1,Midfielder
France,FC Lorient,Lamine Gassama,lamine-gassama,20.10.1989,181,74,Right Fullback,74,26,20,28,0,16,1,0,Defender
France,FC Lorient,Lamine Koné,lamine-kone,01.02.1989,186,83,missing,132,35,43,54,10,23,0,2,Missing
France,SC Bastia,Landry Bonnefoi,landry-bonnefoi,20.09.1983,184,72,Goalkeeper,97,21,33,43,0,8,0,0,Defender
France,Girondins Bordeaux,Landry N'Guémo,landry-nguemo,28.11.1985,173,70,Attacking Midfielder,267,112,76,79,7,42,2,0,Midfielder
England,Manchester United,Larnell Cole,larnell-cole,09.03.1993,168,63,missing,7,3,2,2,0,0,0,0,Missing
France,Olympique Marseille,Larry Azouni,larry-azouni,23.03.1994,175,65,Defensive Midfielder,13,6,2,5,0,4,0,1,Midfielder
Germany,Bayer Leverkusen,Lars Bender,lars-bender,27.04.1989,184,77,Defensive Midfielder,277,128,65,84,26,32,1,0,Midfielder
Germany,Hannover 96,Lars Stindl,lars-stindl,26.08.1988,180,78,Attacking Midfielder,247,96,55,96,39,58,2,0,Midfielder
Germany,FC Schalke 04,Lars Unnerstall,lars-unnerstall,20.07.1990,198,100,Goalkeeper,129,60,27,42,0,4,0,0,Defender
France,Stade Brest,Larsen Touré,larsen-toure,20.07.1985,183,73,Left Winger,123,38,33,52,13,17,2,0,Forward
Germany,SpVgg Greuther Fürth,Lasse Sobiech,lasse-sobiech,18.01.1991,196,88,Center Back,153,62,32,59,12,10,0,0,Defender
Spain,Deportivo La Coruña,Laure,laure,22.03.1985,166,68,Right Fullback,151,60,36,55,3,41,2,0,Defender
France,Lille OSC,Laurent Bonnart,laurent-bonnart,25.12.1979,170,62,Left Fullback,273,101,89,83,2,15,1,0,Defender
England,Arsenal FC,Laurent Koscielny,laurent-koscielny,10.09.1985,185,75,Center Back,247,135,52,60,20,36,2,3,Defender
France,Montpellier HSC,Laurent Pionnier,laurent-pionnier,24.05.1982,184,76,Goalkeeper,32,12,4,16,0,1,0,0,Defender
England,AFC Bournemouth,Lee Barnard,lee-barnard,18.07.1984,178,68,Center Forward,151,66,34,51,60,26,0,0,Forward
England,Sunderland AFC,Lee Cattermole,lee-cattermole,21.03.1988,178,76,Defensive Midfielder,256,85,70,101,9,76,3,4,Midfielder
England,Everton FC,Leighton Baines,leighton-baines,11.12.1984,170,74,Left Fullback,460,205,118,137,34,52,1,0,Defender
Spain,Real Zaragoza,Leo Franco,leo-franco,20.05.1977,188,79,Goalkeeper,446,184,111,151,0,29,0,4,Defender
Germany,Hannover 96,Leon Andreasen,leon-andreasen,23.04.1983,188,81,Defensive Midfielder,172,84,31,57,22,33,3,2,Midfielder
Germany,Fortuna Düsseldorf,Leon Balogun,leon-balogun,28.06.1988,190,81,Center Back,154,52,39,63,10,33,0,1,Defender
England,Norwich City,Leon Barnett,leon-barnett,30.11.1985,186,71,Center Back,256,95,60,101,13,37,3,2,Defender
England,Everton FC,Leon Osman,leon-osman,17.05.1981,172,68,Right Midfielder,406,184,101,121,56,42,0,0,Midfielder
Germany,Borussia Dortmund,Leonardo Bittencourt,leonardo-bittencourt,19.12.1993,171,60,missing,118,45,26,47,21,30,0,1,Missing
Germany,Werder Bremen,Levent Aycicek,levent-aycicek,12.02.1994,169,67,Attacking Midfielder,45,26,6,13,11,4,0,0,Midfielder
Spain,Celta Vigo,Levy Madinda,levy-madinda,22.06.1992,182,77,Center Midfielder,38,15,8,15,1,1,0,0,Midfielder
Germany,FC Schalke 04,Lewis Holtby,lewis-holtby,18.09.1990,176,72,Attacking Midfielder,253,125,52,76,54,25,0,0,Midfielder
France,Olympique Marseille,Leyti N'Diaye,leyti-ndiaye,19.08.1985,188,84,missing,63,23,14,26,2,18,1,3,Missing
England,West Bromwich Albion,Liam Ridgewell,liam-ridgewell,21.07.1984,177,64,Center Back,345,115,105,125,20,58,0,2,Defender
Spain,Real Sociedad,Liassine Cadamuro,liassine-cadamuro,05.03.1988,188,81,Center Back,44,11,16,17,0,15,0,0,Defender
France,Stade Brest,Lionel Cappone,lionel-cappone,08.02.1979,182,74,Goalkeeper,45,14,15,16,0,1,0,2,Defender
Spain,FC Barcelona,Lionel Messi,lionel-messi,24.06.1987,169,67,Right Winger,498,338,96,64,387,41,0,1,Forward
France,FC Sochaux,Lionel Zouma,lionel-zouma,10.09.1993,190,80,missing,23,5,4,14,0,5,0,0,Missing
France,Olympique Lyon,Lisandro López,lisandro-lopez,02.03.1983,175,72,Center Forward,324,172,79,73,152,33,0,1,Forward
Germany,Borussia Dortmund,İlkay Gündoğan,lkay-guendogan,24.10.1990,180,79,Attacking Midfielder,168,94,30,44,31,12,0,0,Midfielder
Spain,Athletic Bilbao,Llorente,llorente,26.02.1985,195,94,Center Forward,379,161,81,137,131,21,0,0,Forward
Spain,CA Osasuna,Llorente,llorente_3,24.11.1979,185,72,Center Forward,205,77,46,82,56,38,3,1,Forward
England,Southampton FC,Lloyd Isgrove,lloyd-isgrove,12.01.1993,NA,NA,missing,14,5,2,7,1,1,0,0,Missing
France,OGC Nice,Lloyd Palun,lloyd-palun,28.11.1988,184,73,missing,52,18,16,18,0,8,0,1,Missing
France,Olympique Lyon,Loïc Abenzoar,loic-abenzoar,14.02.1989,NA,NA,Right Fullback,12,0,3,9,0,2,0,0,Defender
France,AS Saint-Étienne,Loïc Perrin,loic-perrin,07.08.1985,179,73,Defensive Midfielder,234,101,63,70,18,32,0,0,Midfielder
France,FC Sochaux,Loïc Poujol,loic-poujol,27.02.1989,188,86,Defensive Midfielder,70,27,18,25,3,10,1,1,Midfielder
France,Olympique Marseille,Loïc Rémy,loic-remy,02.01.1987,184,66,Right Winger,259,104,73,82,89,14,0,3,Forward
Spain,CA Osasuna,Lolo,lolo_3,22.08.1984,182,72,Center Back,167,63,38,66,9,32,1,1,Defender
Spain,Real Valladolid,Lolo,lolo_4,07.04.1993,182,78,missing,40,19,6,15,10,8,0,0,Missing
Germany,1. FSV Mainz 05,Loris Karius,loris-karius,22.06.1993,189,75,Goalkeeper,50,21,10,19,0,1,0,0,Defender
France,Valenciennes FC,Loris Néry,loris-nery,05.02.1991,174,73,Right Fullback,68,22,17,29,1,5,0,1,Defender
France,AS Nancy,Lossemy Karaboue,lossemy-karaboue,18.03.1988,170,70,missing,196,64,68,64,23,9,0,0,Missing
England,Sunderland AFC,Louis Saha,louis-saha,08.08.1978,184,75,Center Forward,441,201,116,124,122,20,0,1,Forward
Germany,Bayer Leverkusen,Luca Dürholtz,luca-duerholtz,18.08.1993,176,65,Attacking Midfielder,118,57,25,36,19,11,0,0,Midfielder
France,Lille OSC,Lucas Digne,lucas-digne,20.07.1993,179,74,missing,94,55,17,22,4,9,0,1,Missing
England,Liverpool FC,Lucas Leiva,lucas-leiva,09.01.1987,179,74,Center Midfielder,287,159,60,68,11,49,2,2,Midfielder
France,FC Lorient,Lucas Mareque,lucas-mareque,12.01.1983,167,72,Left Fullback,233,82,68,83,4,43,3,0,Defender
France,Olympique Marseille,Lucas Mendes,lucas-mendes,03.07.1990,183,81,Left Fullback,98,37,22,39,5,15,0,1,Defender
England,Chelsea FC,Lucas Piazon,lucas-piazon,20.01.1994,182,75,Left Winger,54,25,13,16,12,5,0,0,Forward
Spain,Real Zaragoza,Lucas Wilchez,lucas-wilchez,31.08.1983,177,72,Attacking Midfielder,144,65,32,47,10,21,1,2,Midfielder
Spain,Granada CF,Lucena,lucena,18.11.1982,186,81,Defensive Midfielder,43,17,10,16,1,5,0,0,Midfielder
France,Olympique Lyon,Luciano Monzón,luciano-monzon,13.04.1987,178,78,Left Fullback,160,64,42,54,13,21,1,1,Defender
France,FC Lorient,Ludovic Giuly,ludovic-giuly,10.07.1976,164,62,Right Winger,603,294,151,158,133,45,0,3,Forward
France,Girondins Bordeaux,Ludovic Obraniak,ludovic-obraniak,10.11.1984,171,68,Attacking Midfielder,379,144,117,118,48,48,0,4,Midfielder
England,Liverpool FC,Luis Suárez,luis-suarez_5,24.01.1987,182,81,Right Winger,398,209,87,102,234,84,0,2,Forward
Germany,Bayern München,Luiz Gustavo,luiz-gustavo,23.07.1987,187,80,Defensive Midfielder,258,159,44,55,13,63,6,1,Midfielder
Spain,Real Madrid,Luka Modrić,luka-modric,09.09.1985,174,65,Attacking Midfielder,352,189,80,83,34,41,0,0,Midfielder
England,Arsenal FC,Lukas Podolski,lukas-podolski,04.06.1985,180,80,Center Forward,474,234,98,142,186,56,1,2,Forward
Germany,Bayern München,Lukas Raeder,lukas-raeder,30.12.1993,194,86,Goalkeeper,77,57,9,11,0,3,0,0,Defender
Germany,Bor. Mönchengladbach,Lukas Rupp,lukas-rupp,08.01.1991,178,73,Right Winger,151,65,42,44,23,9,1,0,Forward
Germany,Werder Bremen,Lukas Schmitz,lukas-schmitz,13.10.1988,184,80,Left Fullback,167,71,41,55,7,26,2,1,Defender
England,Arsenal FC,Łukasz Fabiański,lukasz-fabianski,18.04.1985,190,84,Goalkeeper,104,60,15,29,0,1,0,0,Defender
Germany,Borussia Dortmund,Łukasz Piszczek,lukasz-piszczek,03.06.1985,184,78,Right Fullback,286,137,67,82,23,10,0,0,Defender
England,West Bromwich Albion,Luke Daniels,luke-daniels,05.01.1988,193,81,Goalkeeper,70,20,14,36,0,4,0,1,Defender
England,Everton FC,Luke Garbutt,luke-garbutt,21.05.1993,180,NA,Left Fullback,63,27,15,21,5,11,0,0,Defender
England,Southampton FC,Luke Shaw,luke-shaw,12.07.1995,185,75,Left Fullback,70,27,23,20,0,5,0,0,Defender
England,Queens Park Rangers,Luke Young,luke-young,19.07.1979,183,78,Right Fullback,449,165,113,171,9,67,0,0,Defender
Spain,Sevilla FC,Luna,luna,17.03.1991,177,68,Left Fullback,76,26,13,37,3,15,2,1,Defender
Germany,Bor. Mönchengladbach,Luuk de Jong,luuk-de-jong,27.08.1990,188,86,Center Forward,197,92,40,65,64,14,0,0,Forward
England,Everton FC,Magaye Gueye,magaye-gueye,06.07.1990,179,73,missing,83,27,25,31,13,2,0,0,Missing
England,Fulham FC,Mahamadou Diarra,mahamadou-diarra,18.05.1981,183,76,Defensive Midfielder,413,227,97,89,29,74,3,0,Midfielder
France,OGC Nice,Mahamane Traoré,mahamane-traore,31.08.1988,176,66,Right Midfielder,142,51,45,46,12,23,1,2,Midfielder
England,Manchester City,Maicon,maicon,26.07.1981,184,77,Right Fullback,433,257,99,77,38,70,2,2,Defender
Spain,Granada CF,Mainz,mainz,29.12.1982,187,80,Center Back,158,50,40,68,6,32,1,1,Defender
France,SC Bastia,Maka Mary,maka-mary,27.03.1989,183,88,missing,34,21,4,9,0,7,0,0,Missing
Germany,VfL Wolfsburg,Makoto Hasebe,makoto-hasebe,18.01.1984,180,72,Right Midfielder,247,112,62,73,8,26,1,2,Midfielder
Germany,VfB Stuttgart,Mamadou Bah,mamadou-bah,25.04.1988,181,75,missing,87,30,25,32,7,10,1,0,Missing
France,Paris Saint-Germain,Mamadou Sakho,mamadou-sakho,13.02.1990,187,82,Center Back,216,104,61,51,11,23,0,4,Defender
Germany,Hannover 96,Mame Diouf,mame-diouf,16.12.1987,185,79,Left Winger,169,70,36,63,65,21,1,1,Forward
Spain,Getafe CF,Mané,mane,21.12.1981,175,72,Left Fullback,198,75,43,80,5,50,0,1,Defender
Spain,Atlético Madrid,Manquillo,manquillo,05.05.1994,172,62,Right Fullback,24,14,4,6,0,3,0,0,Defender
Spain,Sevilla FC,Manu del Moral,manu-del-moral,25.02.1984,185,77,Center Forward,283,103,70,110,53,26,0,2,Forward
Spain,Sevilla Atlético,Manu,manu_5,20.05.1992,174,72,Right Fullback,24,6,4,14,0,8,1,0,Defender
Spain,Real Valladolid,Manucho,manucho,07.03.1983,187,83,Center Forward,173,52,60,61,36,16,2,0,Forward
Germany,Bayer Leverkusen,Manuel Friedrich,manuel-friedrich,13.09.1979,189,87,Center Back,421,194,99,128,35,56,1,0,Defender
Spain,Málaga CF,Manuel Iturra,manuel-iturra,23.06.1984,174,65,Defensive Midfielder,239,90,56,93,8,68,5,4,Midfielder
Germany,Bayern München,Manuel Neuer,manuel-neuer,27.03.1986,193,92,Goalkeeper,424,273,70,81,0,12,0,0,Defender
Spain,Deportivo La Coruña,Manuel Pablo,manuel-pablo,25.01.1976,176,80,Right Fullback,438,196,104,138,2,50,1,1,Defender
Germany,Hannover 96,Manuel Schmiedebach,manuel-schmiedebach,05.12.1988,170,70,Defensive Midfielder,236,105,44,87,17,40,1,1,Midfielder
France,Montpellier HSC,Mapou Yanga-Mbiwa,mapou-yanga-mbiwa,15.05.1989,184,77,Center Back,213,97,49,67,4,37,3,1,Defender
England,Aston Villa,Marc Albrighton,marc-albrighton,18.11.1989,175,67,Center Midfielder,109,33,30,46,10,13,0,1,Midfielder
Germany,Bor. Mönchengladbach,Marc-André ter Stegen,marc-andre-ter-stegen,30.04.1992,189,85,Goalkeeper,177,85,45,47,0,10,0,0,Defender
England,West Bromwich Albion,Marc-Antoine Fortuné,marc-antoine-fortune,02.07.1981,182,81,Center Forward,333,132,88,113,56,8,0,1,Forward
Spain,CA Osasuna,Marc Bertrán,marc-bertran,22.05.1982,181,78,Right Fullback,191,61,53,77,3,43,1,1,Defender
Spain,RCD Mallorca,Marc Fernández,marc-fernandez,29.04.1990,179,71,missing,26,5,6,15,0,1,0,0,Missing
Germany,Borussia Dortmund,Marc Hornschuh,marc-hornschuh,02.03.1991,188,76,Center Back,169,76,39,54,6,13,0,1,Defender
Germany,SC Freiburg,Marc Lais,marc-lais,04.02.1991,184,78,Defensive Midfielder,159,74,34,51,16,23,0,0,Midfielder
Germany,Eintracht Frankfurt,Marc-Oliver Kempf,marc-oliver-kempf,28.01.1995,185,82,missing,55,26,7,22,10,9,1,0,Missing
France,Girondins Bordeaux,Marc Planus,marc-planus,07.03.1982,183,76,Center Back,337,154,105,78,6,56,0,7,Defender
Germany,Eintracht Frankfurt,Marc Stendera,marc-stendera,10.12.1995,171,64,Attacking Midfielder,37,16,6,15,11,9,0,0,Midfielder
England,Norwich City,Marc Tierney,marc-tierney,23.08.1985,183,71,missing,113,45,33,35,1,20,2,0,Missing
Spain,Real Valladolid,Marc Valiente,marc-valiente,29.03.1987,184,71,Center Back,165,54,52,59,4,28,1,1,Defender
France,Toulouse FC,Marc Vidal,marc-vidal,03.06.1991,187,80,Goalkeeper,3,0,1,2,0,0,0,0,Defender
England,Stoke City,Marc Wilson,marc-wilson,17.08.1987,188,80,Center Back,200,71,48,81,2,34,0,1,Defender
Germany,VfB Stuttgart,Marc Ziegler,marc-ziegler,13.06.1976,194,85,Goalkeeper,185,75,46,64,0,6,0,0,Defender
Germany,FC Augsburg,Marcel de Jong,marcel-de-jong,15.10.1986,174,73,Left Fullback,217,74,60,83,9,37,1,0,Defender
Germany,Borussia Dortmund,Marcel Halstenberg,marcel-halstenberg,27.09.1991,186,82,Center Back,167,76,36,55,11,24,1,1,Defender
Germany,VfL Wolfsburg,Marcel Schäfer,marcel-schaefer,07.06.1984,184,75,Left Fullback,366,163,79,124,22,23,1,0,Defender
Germany,Borussia Dortmund,Marcel Schmelzer,marcel-schmelzer,22.01.1988,181,74,Left Fullback,261,149,60,52,4,31,1,1,Defender
Germany,Hamburger SV,Marcell Jansen,marcell-jansen,04.11.1985,191,89,Left Midfielder,327,145,76,106,30,32,0,0,Midfielder
Spain,CF Badalona,Marcelo,marcelo_5,08.10.1993,192,81,Center Back,25,12,5,8,0,7,0,1,Defender
Spain,Deportivo La Coruña,Marchena,marchena,31.07.1979,183,78,Center Back,509,250,130,129,20,144,10,4,Defender
Germany,1. FSV Mainz 05,Marco Caligiuri,marco-caligiuri,14.04.1984,180,75,Defensive Midfielder,240,86,63,91,13,25,0,0,Midfielder
France,Valenciennes FC,Marco da Silva,marco-da-silva_2,10.04.1992,182,72,Defensive Midfielder,23,6,6,11,1,4,0,1,Midfielder
France,Montpellier HSC,Marco Estrada,marco-estrada,28.05.1983,175,71,Defensive Midfielder,201,109,32,60,20,55,1,1,Midfielder
Germany,FC Schalke 04,Marco Höger,marco-hoeger,16.09.1989,186,78,Defensive Midfielder,134,71,28,35,16,23,0,0,Midfielder
Germany,Borussia Dortmund,Marco Reus,marco-reus,31.05.1989,180,67,Left Winger,270,126,60,84,98,35,0,0,Forward
Germany,VfL Wolfsburg,Marco Russ,marco-russ,04.08.1985,190,75,Center Back,252,91,67,94,19,53,1,1,Defender
Germany,SC Freiburg,Marco Terrazzino,marco-terrazzino,15.04.1991,176,74,Center Forward,118,38,28,52,21,8,0,0,Forward
France,Paris Saint-Germain,Marco Verratti,marco-verratti,05.11.1992,165,60,Attacking Midfielder,144,86,28,30,2,40,4,1,Midfielder
Germany,1. FC Nürnberg,Marcos António,marcos-antonio,25.05.1983,187,87,Center Back,137,53,41,43,3,25,0,0,Defender
France,ESTAC Troyes,Marcos,marcos_8,29.08.1979,182,82,missing,198,77,53,68,43,13,0,0,Missing
Germany,Hamburger SV,Marcus Berg,marcus-berg,17.08.1986,184,76,Center Forward,241,119,52,70,94,26,0,1,Forward
Germany,Hannover 96,Marek Große,marek-grosse,11.04.1994,186,83,Goalkeeper,9,3,0,6,0,1,0,0,Defender
France,Girondins Bordeaux,Mariano,mariano_5,23.06.1986,177,69,Right Fullback,252,118,65,69,8,38,0,1,Defender
Spain,Real Betis,Mario,mario,02.02.1982,178,75,Center Back,160,63,33,64,3,30,5,1,Defender
England,Manchester City,Mario Balotelli,mario-balotelli,12.08.1990,189,88,Center Forward,253,136,63,54,101,76,5,3,Forward
Germany,Hannover 96,Mario Eggimann,mario-eggimann,24.01.1981,189,84,Center Back,328,139,70,119,23,46,1,0,Defender
Germany,Borussia Dortmund,Mario Götze,mario-goetze,03.06.1992,176,64,Attacking Midfielder,213,140,41,32,67,10,0,1,Midfielder
Germany,Bayern München,Mario Gómez,mario-gomez,10.07.1985,189,88,Center Forward,453,254,86,113,251,36,1,0,Forward
France,Stade Brest,Mario Lička,mario-licka,30.04.1982,179,74,Center Midfielder,198,67,55,76,17,17,0,1,Midfielder
Germany,Bayern München,Mario Mandžukić,mario-mandzukic,21.05.1986,187,84,Center Forward,282,162,53,67,122,52,1,1,Forward
Spain,Atlético Madrid,Mario Suárez,mario-suarez,24.02.1987,188,80,Defensive Midfielder,222,123,45,54,10,61,2,0,Midfielder
England,Norwich City,Mark Bunn,mark-bunn,16.11.1984,183,77,Goalkeeper,91,36,23,32,0,11,0,1,Defender
England,West Ham United,Mark Noble,mark-noble,08.05.1987,180,70,Defensive Midfielder,318,129,71,118,37,61,3,0,Midfielder
England,Fulham FC,Mark Schwarzer,mark-schwarzer,06.10.1972,194,85,Goalkeeper,722,279,184,259,0,12,0,1,Defender
Spain,Real Sociedad,Markel Bergara,markel-bergara,05.05.1986,181,78,Defensive Midfielder,140,67,31,42,1,32,3,1,Midfielder
Germany,Werder Bremen,Marko Arnautović,marko-arnautovic,19.04.1989,192,83,Right Winger,213,79,51,83,44,26,2,2,Forward
France,Lille OSC,Marko Baša,marko-basa,29.12.1982,189,75,Center Back,288,127,90,71,21,30,2,2,Defender
England,Chelsea FC,Marko Marin,marko-marin,13.03.1989,170,63,Attacking Midfielder,276,119,70,87,33,28,0,0,Midfielder
Germany,1. FC Nürnberg,Markus Feulner,markus-feulner,12.02.1982,181,82,Attacking Midfielder,300,124,73,103,41,52,0,1,Midfielder
Germany,Hannover 96,Markus Miller,markus-miller,08.04.1982,189,92,Goalkeeper,228,89,50,89,0,6,0,0,Defender
England,West Bromwich Albion,Markus Rosenberg,markus-rosenberg,27.09.1982,185,76,Center Forward,337,147,69,121,90,36,1,0,Forward
England,Manchester United,Marnick Vermijl,marnick-vermijl,13.01.1992,180,70,missing,40,13,14,13,5,3,0,0,Missing
England,Arsenal FC,Marouane Chamakh,marouane-chamakh,10.01.1984,185,70,Center Forward,399,175,105,119,95,63,2,2,Forward
England,Everton FC,Marouane Fellaini,marouane-fellaini,22.11.1987,194,85,Defensive Midfielder,324,147,93,84,51,81,4,2,Midfielder
Spain,RCD Mallorca,Martí,marti,28.04.1975,180,76,Defensive Midfielder,413,179,86,148,11,93,1,1,Midfielder
Germany,Eintracht Frankfurt,Martin Amedick,martin-amedick,06.09.1982,194,85,Center Back,247,113,50,84,15,19,1,0,Defender
England,Arsenal FC,Martin Angha,martin-angha,22.01.1994,188,81,Center Back,29,11,3,15,0,8,0,0,Defender
Spain,Málaga CF,Martín Demichelis,martin-demichelis,20.12.1980,184,80,Center Back,461,270,95,96,31,102,2,5,Defender
Germany,VfB Stuttgart,Martin Harnik,martin-harnik,10.06.1987,185,73,Center Forward,325,130,69,126,96,38,3,0,Forward
England,Liverpool FC,Martin Kelly,martin-kelly,27.04.1990,191,77,Center Back,73,41,15,17,3,6,0,0,Defender
Germany,Eintracht Frankfurt,Martin Lanig,martin-lanig,11.07.1984,190,79,Defensive Midfielder,275,125,51,99,30,69,2,0,Midfielder
Spain,FC Barcelona,Martín Montoya,martin-montoya,14.04.1991,174,74,Right Fullback,129,80,23,26,3,17,0,0,Defender
England,Liverpool FC,Martin Škrtel,martin-skrtel,15.12.1984,191,81,Center Back,347,165,84,98,22,69,1,1,Defender
Germany,Bor. Mönchengladbach,Martin Stranzl,martin-stranzl,16.06.1980,190,83,Center Back,435,178,112,145,22,70,4,5,Defender
Germany,1899 Hoffenheim,Marvin Compper,marvin-compper,14.06.1985,185,75,Center Back,241,101,56,84,8,33,2,2,Defender
Germany,Borussia Dortmund,Marvin Ducksch,marvin-ducksch,07.03.1994,188,75,Center Forward,97,48,20,29,41,12,0,0,Forward
France,Lille OSC,Marvin Martin,marvin-martin,10.01.1988,171,63,Attacking Midfielder,213,83,52,78,10,35,0,0,Midfielder
Germany,1. FC Nürnberg,Marvin Plattenhardt,marvin-plattenhardt,26.01.1992,181,76,Left Fullback,136,48,36,52,5,23,0,0,Defender
Germany,VfL Wolfsburg,Marwin Hitz,marwin-hitz,18.09.1987,192,89,Goalkeeper,89,54,16,19,0,2,0,3,Defender
Spain,CA Osasuna,Masoud Shojaei,masoud-shojaei,09.06.1984,184,73,Attacking Midfielder,172,62,43,67,18,29,2,0,Midfielder
France,AS Nancy,Massadio Haïdara,massadio-haidara,02.12.1992,179,75,Left Fullback,68,18,18,32,0,11,0,0,Defender
